source,category,id,name,description,town,address,latitude,longitude,service_time,fee_info,is_free,traffic_info,parking_info,website,image_url
Taiwan_Gov_OpenData_v2,attractions,Attraction_A15010200H_000001,目斗嶼,目斗嶼與其南側的吉貝嶼相隔7公里。全島周長843公尺，面積僅0.0244平方公里，是一個迷你小島，島上以目斗嶼燈塔聞名。由於附近有許多暗礁，以往常發生船難，所以在清代光緒年間設立目斗嶼燈塔，為船隻指引方向，至今已超過百年。目斗嶼燈塔高40公尺，黑白相間的塔身矗立在黑褐色的岩礁上，自然散發一股巍峨的氣勢。目斗嶼與其南側的吉貝嶼相隔7公里。全島周長843公尺，面積僅0.0244平方公里，是一個迷你小島，島上以目斗嶼燈塔聞名。由於附近有許多暗礁，以往常發生船難，所以在清代光緒年間設立目斗嶼燈塔，為船隻指引方向，至今已超過百年。目斗嶼燈塔高40公尺，黑白相間的塔身矗立在黑褐色的岩礁上，自然散發一股巍峨的氣勢。 由玄武岩組成的目斗嶼，極具原始風貌，黑色的岩石讓島的四周立體感十足且層次分明，激起浪花朵朵，透出一份豪壯之氣。從吉貝嶼前往目斗嶼的航程上，由於水域較淺，充足的陽光讓此海域擁有多樣化的海洋生物，當陽光灑落下來，光芒輕快地跳躍在清澈碧綠的水面上，海底世界一覽無遺。,白沙鄉,目斗嶼,23.7841,119.602,,,0.0,1. 目前無套裝行程，需團體包船前往，與船公司談妥後，由「北海遊客中心」所在地，赤崁碼頭出發。 ​2. 馬公到北海遊客中心： (1)機車／汽車：由馬公市區沿縣道203至東衛左轉北行，途經中屯、講美、港子，至赤崁碼頭即可抵達北海遊客中心。 (2)公車資訊：由馬公市搭乘外垵線、通樑線至赤崁站下車後，步行約10分鐘可抵達北海遊客中心。 3. 澎湖縣公共車船管理處公車時刻表連結,,,https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/NotSet/20140811141644331.jpg
Taiwan_Gov_OpenData_v2,attractions,Attraction_A15010200H_000002,吉貝嶼,吉貝嶼全島面積約3.1平方公里，海岸線長約13公里，是北海最大的島嶼，國內最熱門的旅遊景點。全島地勢東高西低，由海積地形組成的美麗沙灘及沙嘴，為本島最大的地形特色，沙灘位本島西南，由西崁山向南延伸；在沙灘的盡頭，因受海流影響而形成伸入海中的沙嘴，全長約800公尺，最寬處約200公尺，島的四周人工分散設置許多大小石滬，全盛時期達二百餘口，目前僅剩88口，島嶼距離赤崁約5浬，航程約20分鐘。 吉貝嶼全島面積約3.1平方公里，海岸線長約13公里，是北海最大的島嶼，國內最熱門的旅遊景點。全島地勢東高西低，由海積地形組成的美麗沙灘及沙嘴，為本島最大的地形特色，沙灘位本島西南，由西崁山向南延伸；在沙灘的盡頭，因受海流影響而形成伸入海中的沙嘴，全長約800公尺，最寬處約200公尺，島的四周人工分散設置許多大小石滬，全盛時期達二百餘口，目前僅剩88口，島嶼距離赤崁約5浬，航程約20分鐘。 因為吉貝嶼不僅是澎湖北方的漁場之一，由於潮差甚大且擁有廣大的潮間帶，早期的先民長期觀察魚類生態並利用潮差來捕魚，就地利用周邊的玄武岩與珊瑚礁，趁著每天退潮時堆砌石滬捕魚。根據記載，在清朝乾隆年間徵收「滬稅」時，吉貝便擁有1口大滬、4口小滬，可見石滬的建造遠在清乾隆以前便有了。 吉貝嶼海域石滬密佈，目前僅存的88座，佔全縣580多座石滬的近七分之一，退潮時，從當地小地名魟灣仔可以涉水走到西北方的過嶼。魟灣仔東西兩側沿岸石滬密集，數量約佔吉貝石滬的一半（約40個）。這種居民利用潮間帶，以玄武岩堆砌成的捕魚陷阱，是吉貝嶼最具特色的一項人文景觀。 追星景點 紅極一時的電視偶像劇「海豚灣戀人」，澤亞(許紹洋飾)長大後，在海豚灣邂逅易天邊(張紹涵飾)的地方就是吉貝沙尾。 『聽過海豚的傳說嗎？傳說中，海豚曾經銜著一枚鋼戒幫助一對失散了的戀人重新相聚，從此變成了愛情的守護神！ 在天邊的海豚灣，流傳著一段愛與傳說的故事！ 』 本劇播出時，帶動了很多的粉絲來到此地追星，易天邊與徐澤亞長大後第一次相遇的船屋、易天邊家的麵店還有海豚灣公車站牌都是粉絲們鏡頭捕捉的焦點，你是不是也是其中的一個呢？來到吉貝嶼，除了在吉貝沙尾感受沙灘、幻想船屋的場景外，也別忘了進入社區尋找劇中女主角易天邊的家哦，如果你有拍照，歡迎跟我們分享哦！ 另外，療傷系歌手辛曉琪「遺忘」MTV影片也是在吉貝拍攝，澎湖夏天特有的嬌艷、多彩，都在影片中。深受年輕人喜愛的「大仁哥」－陳柏霖與柯有倫為統一於2006年拍的「7-ELEVEN形象廣告」，兩個人騎著摩托車，而天空正飄過來白雲一朵，以及2人脫下短褲衝入清澈見底海水的畫面，都是在吉貝。,白沙鄉,吉貝嶼,23.73025,119.60246,,,0.0,1.前往吉貝需由赤崁碼頭附近的「北海遊客中心」購票搭乘船班前往。 2.選搭定期交通船或民營快艇(旺季行駛)前往吉貝嶼，約18分鐘即可抵達。 3.交通船時間： 開船時間 週六到週四 週五 吉貝出發 07:00／14:00 07:00／16:00 赤崁出發 11:15／17:00 11:15／17:30 4. 馬公到北海遊客中心： (1)自行前往：自馬公市區沿縣道203至東衛左轉北行，途經中屯、講美、港子，至赤崁碼頭即可抵達北海遊客中心。 (2)公車資訊：由馬公市搭乘外垵線、通樑線的公車至赤崁站下車後步行約10分鐘，可抵達北海遊客中心。 5.澎湖縣公共車船管理處公車時刻表連結,,,https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/NotSet/20170308150354509610354.jpg
Taiwan_Gov_OpenData_v2,attractions,Attraction_A15010200H_000003,姑婆嶼,姑婆嶼位於白沙的西北方、吉貝嶼的西南方，為一座玄武岩構成的方山台地，南、北長約1公里，是澎湖群島中最大的無人島。全島露出許多多孔狀玄武岩，表層覆蓋著富含鐵質的石英砂岩層，對比強烈，在澎湖各島不同地質中是個異數。姑婆嶼位於白沙的西北方、吉貝嶼的西南方，為一座玄武岩構成的方山台地，南、北長約1公里，是澎湖群島中最大的無人島。全島露出許多多孔狀玄武岩，表層覆蓋著富含鐵質的石英砂岩層，對比強烈，在澎湖各島不同地質中是個異數。 島上北面方山台地上建有一座英船的遇難紀念碑，東側為丁香魚場、東南側海域有美麗的珊瑚群、北側則是最著名的紫菜盛產地；每年農曆春節的前後，赤崁村會依姑婆嶼紫菜生長的情形，辦理大規模的採收活動，赤崁村公廟龍德宮管委會依據每戶人家男丁人口數分丁份收丁口錢作為登島採收的權利。澎湖島礁多，冬季風大浪大，澎湖的野生紫菜得天獨厚產量又多，在嚴寒冬季為漁民帶來不少收益。 姑婆嶼名稱的由來，有許多的傳說與聯想。據說在很久以前，村莊裡有一位少女，已有相戀多年的男友；但卻遭到父母反對，並強逼其另嫁良人。柔弱的少女，為了反抗父母的逼婚和證明其堅貞的愛情，便與情郎相偕離家出走到澎湖北海的無人島落腳；兩人以天地為證，以山海為誓，在那小島上共渡餘生。據說，她的晚輩來探望她時，均以姑婆尊稱；另一版本則是這位女孩為信守愛情的承諾，自我放逐至無人島孤獨終老，因早期未婚而終老者習俗稱為姑婆，這座無人島也被稱為姑婆嶼。但不論如何，當這個用一生信守愛情的故事口耳相傳至今的同時，姑婆的故事，也就成為這座無人島的美麗的傳說了！,白沙鄉,姑婆嶼,23.7157,119.5563,,,0.0,1. 目前無套裝行程，需團體包船前往，與船公司談妥後，由「北海遊客中心」所在地，赤崁碼頭出發。 2. 馬公到北海遊客中心：機車／汽車：由馬公市區沿縣道203至東衛左轉北行，途經中屯、講美、港子，至赤崁碼頭即可抵達北海遊客中心。,,,https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/NotSet/20230209120828543956.jpg
Taiwan_Gov_OpenData_v2,attractions,Attraction_A15010200H_000004,險礁嶼,險礁嶼位在吉貝嶼南方，因附近海域有許多暗礁而得名，整座島不大，北側及東北側主要由岩石及珊瑚淺坪組成，東南、西南及南側海域由貝殼和珊瑚碎屑形成金黃色的沙灘，由南遠眺猶如浮在碧海的白色小島。險礁嶼位在吉貝嶼南方，因附近海域有許多暗礁而得名，整座島不大，北側及東北側主要由岩石及珊瑚淺坪組成，東南、西南及南側海域由貝殼和珊瑚碎屑形成金黃色的沙灘，由南遠眺猶如浮在碧海的白色小島。 偶像劇「原味的夏天」以險礁為主要的拍攝場景，在島上原有的魚灶與石屋上搭建藍色小木屋，非常搶眼，吸引不少遊客的目光。險礁嶼四周的海底有五彩繽紛的珊瑚及熱帶魚生態，是知名的浮潛聖地。 險礁嶼的由來 所謂的險其實指的是海岸周圍的暗礁，一不小心可能船隻就會觸礁沈沒，可見其海面下的暗礁巨石自古以來對於漁民海上作業的威脅相當大，因此才將這座島嶼取名為險礁，除了真實地顯現這片海域的危險外，也同時提醒過往的船隻要加倍小心這片海域。 追星資訊 2003年於澎湖拍攝的電視偶像劇「原味的夏天」，民宿的場景正是在險礁，民宿的名字－[八釐米蔚藍]，是一間美麗的藍色屋頂的房子。澎湖湛藍的海、燦爛的陽光、潔白的沙灘上的，阿公經營的民宿面臨著財務危機，而跟阿公相依為命的夏日及夏恩，與來到這兒的嘉駿、品卉等人，發生什麼事情呢？他們情感的歸屬？片中的[八釐米蔚藍]是一間真正的房子，現在它的藍屋頂還在驕陽下等著你哦！同樣的場景，在「黑松沙士」的廣告也出現，“在這一刻，你給我的只有感動”，朋友們互助合作是珍貴的情誼，朋友們一起來吧！,白沙鄉,險礁嶼,23.7118,119.608,,,0.0,1.前往險礁需由赤崁碼頭附近的「北海遊客中心」購票搭乘船班前往（僅旺季有船隻行駛）。 2.馬公往北海遊客中心： （1）機車／汽車：由馬公市區沿縣道203至東衛左轉北行，途經中屯、講美、港子，至赤崁碼頭即可抵達北海遊客中心。 （2）公車資訊：由馬公市搭乘往外垵、通樑的公車於赤崁站下車，再步行約10分鐘即可到達。,,,https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/NotSet/20140812113519890.jpg
Taiwan_Gov_OpenData_v2,attractions,Attraction_A15010200H_000005,員貝嶼,員貝嶼位在白沙鄉岐頭村東方、鳥嶼西南方，鄰近澎澎灘。因為形狀像螺貝覆蓋於水面而得名，景觀相當優美且特殊。北邊海岸玄武岩柱狀節理發達，以石筆、石硯、無字天書和石墨最著名；員貝嶼東北側海崖柱狀玄武岩體發達，並形成上窄下寬如同百褶裙一般，有著許多摺痕，極具觀賞價值，員貝嶼「筆墨紙硯和百褶裙」不僅是著名地景，同時已列為玄武岩自然保留區；員貝嶼村落後方的小山丘是眺望美景的好地方，往西北岸即可眺望玄武岩奇觀，是來到員貝嶼必遊的景點喔!員貝嶼位在白沙鄉岐頭村東方、鳥嶼西南方，鄰近澎澎灘。因為形狀像螺貝覆蓋於水面而得名，景觀相當優美且特殊。北邊海岸玄武岩柱狀節理發達，以石筆、石硯、無字天書和石墨最著名；員貝嶼東北側海崖柱狀玄武岩體發達，並形成上窄下寬如同百褶裙一般，有著許多摺痕，極具觀賞價值，員貝嶼「筆墨紙硯和百褶裙」不僅是著名地景，同時已列為玄武岩自然保留區；員貝嶼村落後方的小山丘是眺望美景的好地方，往西北岸即可眺望玄武岩奇觀，是來到員貝嶼必遊的景點喔! 退潮時，在員貝嶼及湖西沙港間由珊瑚岩礁組成的海床會裸露出來，早期是員貝嶼先民對外交通孔道，深具海洋和人文意義，加上沿途的潮間帶生態及珊瑚礁多變的景致，一向是最熱門的潮間帶生態之旅的熱門路線。 玩家秘笈： 玩潮間帶，東海正夯 ​員貝港外的海上平台有花枝、海鱺在箱網中萬頭鑽動。鳥嶼潮間帶上河豚嬉鬧著馬糞海膽、小丑魚和藍雀鯛比可愛，退潮時從海上古道走向遠方島嶼，先民用蛙鏡、膠鞋征服海路和生活，是一份生命力和生活人文的饗宴。只是東海沈寂百年後，隨著潮間帶與休閒漁業活動興起，帶動遊客的休閒與歡笑，東海旅遊則越來越討喜。,白沙鄉,員貝嶼,23.6472,119.632,,,0.0,1.前往員貝嶼需由岐頭碼頭附近的「岐頭遊客中心」購票搭乘船班前往。 2.選搭定期交通船或民營快艇(旺季行駛)前往員貝嶼，約10分鐘即可抵達。 3.馬公到岐頭碼頭：自馬公巿區沿203縣道至東衛左轉，續經中正橋，永安橋進入白沙鄉，至港子大榕樹右轉即可到達。,,,https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/NotSet/20230209134015692173.png
Taiwan_Gov_OpenData_v2,attractions,Attraction_A15010200H_000006,小白沙嶼,地質景觀多變，南方有美麗的白色沙灘，是典型的沙嘴地形，還有因受到海水侵蝕而形成的豆腐狀的灘岩及壺穴；東岸的塔狀及彎曲狀的柱狀玄武岩，造型均十分特殊。地質景觀多變，南方有美麗的白色沙灘，是典型的沙嘴地形，還有因受到海水侵蝕而形成的豆腐狀的灘岩及壺穴；東岸的塔狀及彎曲狀的柱狀玄武岩，造型均十分特殊。,白沙鄉,小白沙嶼,23.678447,119.666641,,,0.0,小白沙嶼為澎湖玄武岩保留區，非經申請不得登島。,,,https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/NotSet/20140808143524285.jpg
Taiwan_Gov_OpenData_v2,attractions,Attraction_A15010200H_000007,鳥嶼,玄武岩柱從東岸一直延伸到北岸，形成高聳的海崖，下方的海蝕平臺則呈現出放射狀的玄武岩柱節理，玄武岩受到風浪侵蝕後，形成獨特的洋蔥狀的風化景觀，地形豐富多變。玄武岩柱從東岸一直延伸到北岸，形成高聳的海崖，下方的海蝕平臺則呈現出放射狀的玄武岩柱節理，玄武岩受到風浪侵蝕後，形成獨特的洋蔥狀的風化景觀，地形豐富多變。,白沙鄉,鳥嶼,23.66186,119.65943,,,0.0,1.前往鳥嶼需由岐頭碼頭附近的「岐頭遊客中心」購票搭乘船班前往。 2.選搭定期交通船或民營快艇(旺季行駛)前往員貝嶼，約15分鐘即可抵達。 3.馬公到岐頭碼頭：自馬公巿區沿203縣道至東衛左轉，續經中正橋，永安橋進入白沙鄉，至港子大榕樹右轉即可到達。,,,https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/NotSet/20140820093151050.png
Taiwan_Gov_OpenData_v2,attractions,Attraction_A15010200H_000008,虎井嶼北回歸線追日大道,北回歸線經過台灣三個縣以及經過四個國家風景區，而澎湖縣為北回歸線經過的縣市之一，且位為台灣之極西側。北回歸線經過台灣三個縣以及經過四個國家風景區，而澎湖縣為北回歸線經過的縣市之一，且位為台灣之極西側。 澎湖國家風景區管理處已於現地設立兩個造型意象，於2016年完成此追日大道的景觀意象，全長約55公尺，寬4公尺，步道上裝飾各國特有文化風俗標誌彩色石板立體浮雕並標示北回歸線經過全球16國地圖及16國國旗及國名。 步道終點的雙手意象，配合太陽照射角度隨季節變化，夕陽位置於春分秋分時位於正西，夏至日偏移至最北，冬至日偏移至最南，隨陽光變化景緻。,馬公市,虎井里,23.4864024932,119.5144101606,,,0.0,,,,https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/NotSet/20230202180503272428.JPG
Taiwan_Gov_OpenData_v2,attractions,Attraction_A15010200H_000009,重光里˙漳水神石碑,重光里二戰前俗稱後窟潭，地勢南高北低，早期遇雨積水而形成三個水潭，分別為「日潭」、「中潭」及「月潭」。於民國24年威靈宮擴建時，翻修凌霄寶塔，安置「漳水神」石碑，據說是要用來破除由南方的田溝流向聚落的「水箭」，且月潭弓形面則面向北方的吼門，即有破吼門鎮水煞的功能。 資料來源：部分摘自「重光里日月潭簡介」石敢當外觀：碑型 石敢當碑文：文字、符號 構建形式：片石圓弧形 尺 寸：0.41公尺*0.16公尺*1.28公尺 方 位：西南197° 碑文內容：雷令元亨利貞破水將軍鎮煞罡三十六天崗七十二地殺 重光里俗稱後窟潭，地勢南高北低，早期遇雨積水而形成三個水潭，分別為「日潭」、「中潭」及「月潭」。於1935年威靈宮擴建時，翻修凌霄寶塔，安置「漳水神」石碑，據說是要用來破除由南方的田溝流向聚落的「水箭」，且月潭弓形面則面向北方的吼門，即有破吼門鎮水煞的功能。 資料來源：部分摘自「重光里日月潭簡介」,馬公市,重光里運動公園東側,23.583611,119.570167,,,0.0,,,,https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/NotSet/20170514021556407428904.jpg
Taiwan_Gov_OpenData_v2,attractions,Attraction_A15010200H_000010,重光里˙凌霄寶塔,早期跨海大橋尚未興建時，通梁跟西嶼之間的地理，俗稱「吼門」。在環境上似海水會直衝村莊而來，且重光里西端稱草仔尾，以前屬馬公第一公墓，因此威靈殿池府王爺指示須建塔來抑制地理上的缺陷，其命名「凌霄寶塔」。塔頂葫蘆面向四面八方，並與日潭與月潭之間的「漳水神石碑」共同保衛整個村里。 資料來源：重光里地方耆老口述石敢當外觀：塔型 構建形式：圓錐形總 高：6.04公尺 總 高：6.04公尺 周 長：18.5公尺 塔頂飾物：葫蘆 早期跨海大橋尚未興建時，通梁跟西嶼之間的地理，俗稱「吼門」。在環境上似海水會直衝村莊而來，且重光里西端稱草仔尾，以前屬馬公第一公墓，因此威靈殿池府王爺指示須建塔來抑制地理上的缺陷，其命名「凌霄寶塔」。塔頂葫蘆面向四面八方，並與日潭與月潭之間的「漳水神石碑」共同保衛整個村里。 資料來源：重光里地方耆老口述,馬公市,重光里西方，鄰澎35鄉道,23.584278,119.567917,,,0.0,,,,https://www.penghu-nsa.gov.tw/FileDownload/TravelInformation/NotSet/20170514022623516803559.jpg
